order_id,payment_type,payment_installments,payment_value
ORD245956,Credit_Card,1,40
ORD205066,Bank_Transfer,9,200
ORD230544,Voucher,11,200
ORD206157,Credit_Card,7,60
ORD243532,Debit_Card,2,100
ORD222951,Credit Card,11,200
ORD238057,Credit_Card,2,40
ORD209494,Credit_Card,6,150
ORD230512,Credit_Card,4,100
ORD227477,Debit_Card,4,40
ORD200226,Credit Card,4,
ORD225311,Debit_Card,9,
ORD230102,Debit_Card,6,40
ORD218627,Credit Card,9,100
ORD244911,Bank_Transfer,1,20
ORD247675,Credit_Card,3,200
ORD203546,Credit Card,1,40
ORD224495,Credit Card,3,20
ORD201414,Credit Card,2,
ORD220887,Voucher,8,20
ORD217721,Credit Card,7,150
ORD214210,Bank_Transfer,9,20
ORD214415,Bank_Transfer,6,20
ORD232604,Debit_Card,9,20
ORD245348,Debit_Card,9,200
ORD230657,Credit Card,5,200
ORD223803,Debit_Card,2,200
ORD219056,Bank_Transfer,11,
ORD247050,Credit_Card,11,40
ORD204959,Credit_Card,5,60
ORD216751,Bank_Transfer,7,150
ORD204447,Debit_Card,3,
ORD223943,Credit Card,7,60
ORD245328,Debit_Card,5,20
ORD219263,Credit Card,11,100
ORD221287,Bank_Transfer,4,100
ORD222345,Debit_Card,9,20
ORD217067,Voucher,5,150
ORD211432,Credit_Card,5,
ORD217780,Credit Card,2,200
ORD212540,Credit Card,10,
ORD210789,Debit_Card,5,20
ORD219310,Bank_Transfer,7,200
ORD247397,Bank_Transfer,11,20
ORD203946,Voucher,7,40
ORD218892,Credit Card,10,
ORD202846,Credit Card,10,100
ORD223600,Voucher,11,100
ORD201659,Credit Card,10,100
ORD232843,Credit_Card,9,40
ORD203929,Credit_Card,7,20
ORD209472,Debit_Card,2,200
ORD246324,Debit_Card,2,
ORD211472,Voucher,6,
ORD217738,Debit_Card,5,100
ORD243090,Voucher,7,200
ORD204209,Credit Card,6,
ORD210376,Bank_Transfer,7,200
ORD211398,Credit Card,3,60
ORD218522,Bank_Transfer,10,100
ORD236777,Debit_Card,10,40
ORD221332,Credit Card,5,100
ORD220902,Debit_Card,4,100
ORD243508,Credit Card,10,100
ORD243469,Bank_Transfer,8,150
ORD247652,Voucher,8,150
ORD247819,Voucher,2,60
ORD216239,Bank_Transfer,9,40
ORD244479,Bank_Transfer,5,150
ORD216586,Credit Card,7,20
ORD243633,Voucher,3,60
ORD220288,Bank_Transfer,9,100
ORD242134,Credit_Card,10,40
ORD209262,Bank_Transfer,5,20
ORD248609,Bank_Transfer,8,
ORD235894,Debit_Card,8,100
ORD229889,Bank_Transfer,11,20
ORD206471,Credit_Card,11,40
ORD245491,Credit Card,8,150
ORD244427,Debit_Card,2,150
ORD209954,Credit_Card,8,200
ORD214671,Voucher,6,100
ORD237813,Credit Card,10,100
ORD213936,Voucher,5,200
ORD222535,Bank_Transfer,4,20
ORD216470,Credit_Card,9,
ORD232183,Voucher,8,200
ORD240507,Credit Card,4,60
ORD242790,Bank_Transfer,2,200
ORD245007,Voucher,5,40
ORD237505,Credit_Card,3,200
ORD230798,Credit Card,11,20
ORD249343,Credit Card,1,100
ORD211786,Credit Card,4,200
ORD215557,Credit Card,2,60
ORD248448,Bank_Transfer,11,100
ORD215779,Bank_Transfer,1,20
ORD213016,Credit Card,11,200
ORD238542,Credit Card,7,20
ORD219517,Credit_Card,8,150
ORD243063,Voucher,9,200
ORD211798,Credit Card,10,100
ORD214378,Credit_Card,11,40
ORD204226,Bank_Transfer,7,40
ORD216291,Voucher,1,150
ORD246410,Credit_Card,10,40
ORD247679,Voucher,9,60
ORD204674,Credit Card,11,100
ORD230511,Credit_Card,8,200
ORD210539,Credit_Card,9,100
ORD234503,Credit Card,2,20
ORD206719,Debit_Card,5,150
ORD230845,Credit_Card,10,200
ORD204179,Bank_Transfer,10,20
ORD200073,Credit_Card,1,
ORD205346,Debit_Card,5,
ORD248820,Voucher,1,60
ORD238269,Credit Card,10,40
ORD233235,Bank_Transfer,6,100
ORD222994,Voucher,9,100
ORD222648,Voucher,5,
ORD223845,Credit_Card,10,60
ORD242282,Voucher,2,20
ORD201970,Credit Card,4,60
ORD242985,Credit_Card,6,40
ORD226673,Bank_Transfer,1,150
ORD246733,Credit Card,2,40
ORD224583,Bank_Transfer,9,150
ORD233617,Bank_Transfer,10,
ORD237241,Voucher,11,
ORD207414,Credit Card,1,40
ORD232978,Voucher,9,150
ORD226191,Bank_Transfer,2,200
ORD208962,Credit_Card,3,20
ORD215140,Debit_Card,3,20
ORD245079,Voucher,10,100
ORD200714,Bank_Transfer,6,60
ORD239585,Debit_Card,3,150
ORD237992,Debit_Card,3,200
ORD229212,Debit_Card,6,100
ORD207268,Voucher,2,150
ORD211501,Voucher,5,100
ORD242966,Voucher,5,150
ORD244943,Bank_Transfer,11,60
ORD233355,Bank_Transfer,5,100
ORD200078,Credit_Card,10,200
ORD207286,Credit_Card,4,60
ORD219647,Credit_Card,1,60
ORD207586,Bank_Transfer,8,200
ORD229094,Credit Card,11,
ORD209303,Bank_Transfer,11,60
ORD217788,Credit_Card,6,150
ORD232140,Credit_Card,11,200
ORD222215,Bank_Transfer,9,100
ORD236602,Debit_Card,3,
ORD207258,Credit_Card,3,
ORD217723,Debit_Card,5,60
ORD220635,Bank_Transfer,11,100
ORD246174,Voucher,9,20
ORD202627,Voucher,3,
ORD231737,Voucher,2,100
ORD212977,Bank_Transfer,8,
ORD203019,Voucher,8,60
ORD244086,Debit_Card,9,60
ORD218883,Credit_Card,1,
ORD243522,Voucher,6,150
ORD208245,Credit_Card,1,20
ORD227285,Bank_Transfer,3,60
ORD215472,Bank_Transfer,1,200
ORD234528,Voucher,3,200
ORD216331,Bank_Transfer,10,40
ORD230447,Bank_Transfer,9,100
ORD230210,Credit_Card,9,150
ORD232008,Voucher,2,100
ORD211625,Debit_Card,3,200
ORD219744,Credit Card,3,20
ORD229692,Voucher,2,40
ORD206434,Bank_Transfer,10,60
ORD214115,Debit_Card,5,20
ORD237575,Bank_Transfer,7,40
ORD203617,Credit Card,2,40
ORD206570,Bank_Transfer,1,100
ORD244956,Credit_Card,3,20
ORD229729,Debit_Card,4,20
ORD219222,Debit_Card,7,200
ORD213760,Voucher,2,200
ORD232769,Debit_Card,5,60
ORD248355,Bank_Transfer,1,60
ORD243983,Debit_Card,4,20
ORD240772,Credit Card,11,200
ORD222465,Credit Card,11,20
ORD220147,Voucher,7,60
ORD214766,Credit Card,1,
ORD246241,Credit_Card,9,200
ORD213756,Debit_Card,2,20
ORD245749,Voucher,2,60
ORD244518,Credit_Card,10,200
ORD215953,Credit_Card,1,150
ORD203531,Bank_Transfer,11,150
ORD202110,Bank_Transfer,4,20
ORD240171,Debit_Card,8,40
ORD223366,Credit Card,10,100
ORD226295,Credit_Card,11,
ORD233160,Bank_Transfer,1,
ORD205480,Voucher,4,200
ORD234733,Credit_Card,2,60
ORD215123,Credit_Card,10,200
ORD217931,Credit_Card,2,20
ORD219566,Bank_Transfer,7,60
ORD225168,Debit_Card,4,60
ORD240227,Bank_Transfer,7,200
ORD225216,Credit_Card,7,100
ORD221361,Credit_Card,10,200
ORD221423,Voucher,3,40
ORD215052,Bank_Transfer,6,200
ORD240981,Credit_Card,10,
ORD237353,Credit_Card,10,150
ORD209144,Voucher,8,60
ORD239614,Credit_Card,4,150
ORD222801,Voucher,6,
ORD212618,Voucher,3,
ORD240753,Debit_Card,10,100
ORD230778,Credit_Card,10,20
ORD244776,Bank_Transfer,1,100
ORD205511,Credit_Card,1,20
ORD206974,Voucher,5,200
ORD213090,Debit_Card,6,
ORD212899,Debit_Card,5,200
ORD217791,Debit_Card,7,100
ORD236302,Debit_Card,3,60
ORD231169,Bank_Transfer,11,
ORD234663,Debit_Card,9,40
ORD215684,Credit_Card,9,60
ORD222480,Bank_Transfer,9,150
ORD238666,Credit_Card,7,200
ORD207328,Debit_Card,9,60
ORD234941,Credit_Card,6,60
ORD245605,Voucher,10,20
ORD231352,Credit Card,9,200
ORD228670,Voucher,6,60
ORD223959,Credit_Card,6,100
ORD221540,Credit_Card,7,150
ORD207877,Voucher,4,
ORD246622,Voucher,7,
ORD209727,Debit_Card,3,200
ORD211265,Voucher,3,100
ORD204641,Debit_Card,3,60
ORD241813,Voucher,4,40
ORD244928,Credit Card,8,40
ORD222628,Bank_Transfer,11,
ORD243906,Voucher,3,100
ORD240062,Credit Card,1,20
ORD215558,Bank_Transfer,9,200
ORD244712,Debit_Card,1,100
ORD236502,Credit_Card,5,
ORD207269,Credit Card,1,
ORD208714,Bank_Transfer,5,150
ORD203579,Voucher,1,200
ORD228719,Debit_Card,7,200
ORD216904,Credit Card,7,
ORD247627,Credit Card,8,60
ORD249713,Voucher,6,200
ORD208328,Debit_Card,10,200
ORD209104,Credit_Card,4,200
ORD240379,Debit_Card,2,
ORD243705,Credit Card,2,100
ORD218001,Credit Card,2,40
ORD223913,Debit_Card,3,
ORD213288,Voucher,3,60
ORD222896,Debit_Card,11,100
ORD210585,Debit_Card,2,150
ORD242327,Bank_Transfer,4,100
ORD206865,Bank_Transfer,11,
ORD212660,Debit_Card,3,60
ORD242481,Credit Card,6,100
ORD223100,Credit Card,7,100
ORD204195,Credit Card,10,100
ORD235433,Debit_Card,8,
ORD221774,Bank_Transfer,4,40
ORD245991,Bank_Transfer,10,150
ORD228348,Credit Card,5,20
ORD236692,Credit_Card,11,150
ORD241321,Credit Card,9,60
ORD200995,Bank_Transfer,2,100
ORD247992,Credit Card,10,200
ORD221256,Bank_Transfer,1,
ORD236735,Credit Card,10,20
ORD224770,Bank_Transfer,10,40
ORD234749,Debit_Card,6,
ORD248646,Credit Card,5,100
ORD207499,Bank_Transfer,7,100
ORD238259,Voucher,4,20
ORD238540,Voucher,1,100
ORD202036,Debit_Card,5,100
ORD202715,Credit Card,1,
ORD209642,Debit_Card,4,100
ORD220331,Credit_Card,4,200
ORD234344,Voucher,7,150
ORD236094,Credit Card,2,40
ORD233518,Credit Card,6,
ORD214574,Debit_Card,4,60
ORD242724,Credit Card,10,60
ORD205881,Voucher,2,40
ORD241438,Voucher,3,20
ORD247090,Credit_Card,2,20
ORD212688,Debit_Card,8,
ORD215512,Credit Card,1,20
ORD235770,Voucher,8,150
ORD217954,Debit_Card,11,
ORD244551,Bank_Transfer,11,
ORD228789,Debit_Card,3,60
ORD238101,Bank_Transfer,7,20
ORD228796,Debit_Card,1,20
ORD208211,Credit Card,10,150
ORD234608,Debit_Card,2,20
ORD205020,Voucher,7,20
ORD236424,Debit_Card,3,200
ORD238519,Credit Card,8,100
ORD204586,Debit_Card,6,
ORD249766,Voucher,7,
ORD218698,Voucher,7,20
ORD227689,Credit_Card,5,200
ORD224437,Bank_Transfer,4,
ORD239157,Debit_Card,8,40
ORD242155,Bank_Transfer,2,100
ORD220065,Credit_Card,4,40
ORD241313,Debit_Card,2,40
ORD222664,Credit_Card,4,60
ORD228567,Credit_Card,11,200
ORD230193,Credit_Card,2,20
ORD225785,Debit_Card,7,100
ORD239722,Debit_Card,2,40
ORD215357,Credit_Card,1,100
ORD225194,Voucher,3,60
ORD227547,Debit_Card,6,20
ORD236163,Voucher,2,150
ORD228984,Credit Card,2,150
ORD232939,Credit Card,9,20
ORD216605,Voucher,5,100
ORD207217,Debit_Card,8,40
ORD237540,Voucher,6,
ORD218974,Voucher,8,
ORD226283,Debit_Card,10,200
ORD203173,Credit_Card,2,150
ORD212282,Debit_Card,10,60
ORD206673,Voucher,8,60
ORD233329,Bank_Transfer,11,20
ORD209370,Debit_Card,6,100
ORD220017,Bank_Transfer,8,200
ORD206119,Bank_Transfer,2,20
ORD207405,Bank_Transfer,5,40
ORD203736,Credit_Card,6,200
ORD227957,Credit_Card,5,
ORD243946,Credit_Card,3,150
ORD224422,Bank_Transfer,10,40
ORD231909,Bank_Transfer,8,40
ORD232083,Voucher,11,150
ORD245587,Debit_Card,10,20
ORD247124,Credit Card,11,100
ORD238746,Debit_Card,9,100
ORD216925,Debit_Card,7,150
ORD247166,Debit_Card,4,150
ORD216966,Voucher,5,150
ORD207834,Debit_Card,2,200
ORD248722,Bank_Transfer,4,20
ORD236607,Credit_Card,11,200
ORD213312,Voucher,8,150
ORD239114,Voucher,10,40
ORD225158,Bank_Transfer,6,100
ORD216972,Credit_Card,9,100
ORD211844,Bank_Transfer,4,60
ORD245579,Voucher,2,100
ORD246508,Credit Card,7,20
ORD216132,Debit_Card,6,60
ORD245085,Credit_Card,10,40
ORD239399,Voucher,3,
ORD202087,Bank_Transfer,8,200
ORD209929,Credit_Card,8,40
ORD221618,Credit Card,1,40
ORD235087,Voucher,6,200
ORD222941,Credit_Card,4,40
ORD244902,Credit_Card,2,20
ORD241986,Credit Card,2,100
ORD237526,Bank_Transfer,11,
ORD245312,Credit Card,4,150
ORD202974,Debit_Card,3,
ORD206084,Debit_Card,11,150
ORD229338,Debit_Card,2,40
ORD226574,Credit_Card,8,40
ORD247169,Credit_Card,8,40
ORD201837,Voucher,3,100
ORD201906,Debit_Card,5,
ORD243131,Credit_Card,9,40
ORD220494,Voucher,7,150
ORD237127,Credit Card,7,40
ORD206214,Voucher,7,
ORD218931,Bank_Transfer,6,20
ORD227290,Debit_Card,1,40
ORD247436,Voucher,7,100
ORD209751,Voucher,2,60
ORD210436,Credit Card,8,20
ORD201384,Debit_Card,5,20
ORD207157,Debit_Card,6,200
ORD221863,Voucher,11,200
ORD243427,Credit Card,2,150
ORD248606,Bank_Transfer,4,100
ORD220222,Credit Card,6,20
ORD221186,Credit Card,10,200
ORD204548,Credit_Card,2,100
ORD223694,Voucher,8,60
ORD237925,Voucher,11,
ORD248519,Credit Card,5,40
ORD215428,Debit_Card,5,20
ORD244433,Bank_Transfer,11,60
ORD239267,Bank_Transfer,2,60
ORD224017,Credit Card,11,60
ORD238521,Credit_Card,2,150
ORD212860,Voucher,7,200
ORD203826,Bank_Transfer,11,200
ORD201819,Bank_Transfer,3,100
ORD222157,Bank_Transfer,3,200
ORD247146,Credit_Card,6,100
ORD205165,Bank_Transfer,8,20
ORD212794,Bank_Transfer,1,100
ORD247912,Bank_Transfer,3,20
ORD223361,Debit_Card,6,100
ORD209247,Voucher,9,
ORD243624,Debit_Card,11,200
ORD226839,Credit_Card,3,20
ORD246996,Debit_Card,11,150
ORD223527,Credit Card,7,150
ORD224002,Bank_Transfer,9,60
ORD221946,Bank_Transfer,3,200
ORD237756,Voucher,6,150
ORD236336,Credit_Card,8,100
ORD221053,Bank_Transfer,8,200
ORD213438,Debit_Card,3,100
ORD216118,Credit Card,8,200
ORD200385,Voucher,7,200
ORD244771,Credit Card,9,
ORD245656,Credit_Card,1,100
ORD216806,Credit Card,2,40
ORD223721,Debit_Card,4,
ORD215166,Bank_Transfer,1,20
ORD208024,Debit_Card,10,150
ORD204659,Debit_Card,4,150
ORD200622,Credit_Card,4,200
ORD217192,Debit_Card,8,
ORD244356,Credit_Card,3,20
ORD240485,Credit_Card,4,60
ORD221685,Bank_Transfer,2,40
ORD204671,Credit_Card,10,200
ORD212167,Debit_Card,8,150
ORD213905,Credit Card,3,100
ORD235977,Credit_Card,11,60
ORD224975,Credit_Card,2,150
ORD203450,Voucher,9,40
ORD229819,Credit_Card,9,20
ORD242311,Voucher,11,200
ORD249560,Voucher,3,200
ORD217610,Debit_Card,5,
ORD238224,Debit_Card,11,60
ORD209735,Credit Card,10,20
ORD223313,Bank_Transfer,8,
ORD235377,Credit_Card,9,100
ORD222974,Credit Card,5,
ORD247053,Bank_Transfer,10,200
ORD247775,Credit_Card,5,60
ORD214326,Credit_Card,9,200
ORD212351,Voucher,7,60
ORD226085,Bank_Transfer,10,200
ORD207999,Credit_Card,6,100
ORD211355,Debit_Card,1,150
ORD230415,Credit Card,8,60
ORD224466,Credit Card,6,20
ORD243182,Credit Card,8,
ORD201482,Credit Card,11,150
ORD211567,Credit_Card,10,150
ORD219448,Voucher,5,60
ORD246414,Credit_Card,8,
ORD213832,Credit Card,4,20
ORD246803,Voucher,1,
ORD213443,Bank_Transfer,4,200
ORD205384,Credit_Card,1,200
ORD248609,Debit_Card,8,100
ORD244908,Credit_Card,1,60
ORD242243,Debit_Card,3,40
ORD239849,Bank_Transfer,1,40
ORD208175,Bank_Transfer,7,40
ORD207208,Debit_Card,8,20
ORD214084,Voucher,7,150
ORD219950,Voucher,3,150
ORD221522,Credit_Card,5,60
ORD206930,Debit_Card,1,20
ORD249861,Credit Card,1,40
ORD247623,Credit_Card,1,150
ORD249832,Credit Card,3,60
ORD234196,Credit_Card,3,20
ORD216229,Credit Card,10,20
ORD220091,Credit Card,6,20
ORD222645,Credit Card,1,20
ORD224351,Bank_Transfer,9,200
ORD226355,Credit_Card,9,20
ORD242147,Voucher,6,40
ORD216901,Bank_Transfer,11,200
ORD236874,Voucher,10,20
ORD208370,Credit_Card,6,100
ORD213830,Bank_Transfer,7,150
ORD244999,Voucher,8,100
ORD229492,Debit_Card,8,20
ORD200596,Voucher,10,150
ORD211184,Voucher,5,150
ORD248822,Bank_Transfer,5,
ORD243510,Credit Card,8,40
ORD225695,Credit Card,6,150
ORD241493,Debit_Card,7,20
ORD226308,Bank_Transfer,2,150
ORD232299,Voucher,2,150
ORD205535,Credit_Card,8,40
ORD209460,Debit_Card,6,60
ORD222557,Bank_Transfer,7,
ORD231469,Voucher,6,40
ORD236851,Credit Card,3,40
ORD228775,Voucher,5,100
ORD231488,Debit_Card,7,150
ORD221534,Voucher,1,60
ORD231983,Credit_Card,2,100
ORD203673,Voucher,2,60
ORD247794,Credit_Card,1,20
ORD224070,Credit Card,2,20
ORD210982,Credit_Card,9,60
ORD203765,Bank_Transfer,8,20
ORD248887,Credit_Card,2,
ORD237967,Credit_Card,1,200
ORD229121,Voucher,7,200
ORD227881,Voucher,8,150
ORD204916,Credit Card,4,200
ORD206595,Credit_Card,1,150
ORD215331,Voucher,8,100
ORD209604,Debit_Card,8,
ORD207904,Bank_Transfer,4,200
ORD209559,Voucher,4,40
ORD215885,Credit_Card,5,40
ORD201676,Bank_Transfer,10,100
ORD212948,Voucher,3,200
ORD238753,Debit_Card,9,20
ORD220008,Debit_Card,6,100
ORD224227,Credit_Card,2,60
ORD207138,Debit_Card,1,40
ORD224630,Bank_Transfer,3,20
ORD211757,Credit_Card,8,150
ORD234397,Credit_Card,10,100
ORD227238,Voucher,5,100
ORD241598,Debit_Card,2,20
ORD234240,Credit_Card,1,40
ORD224449,Bank_Transfer,10,200
ORD223288,Credit_Card,7,60
ORD212962,Credit Card,6,150
ORD225371,Credit_Card,6,150
ORD208461,Credit Card,4,60
ORD248553,Credit_Card,7,150
ORD226779,Voucher,5,60
ORD214734,Bank_Transfer,9,
ORD211930,Voucher,11,60
ORD216492,Credit_Card,1,60
ORD214177,Bank_Transfer,3,
ORD238222,Credit Card,2,100
ORD203769,Debit_Card,3,60
ORD203361,Debit_Card,2,200
ORD211316,Credit Card,9,60
ORD213841,Voucher,4,
ORD221735,Credit Card,7,20
ORD235235,Credit_Card,11,150
ORD227706,Credit Card,2,200
ORD203697,Debit_Card,6,20
ORD244388,Voucher,6,20
ORD237323,Voucher,4,200
ORD244737,Voucher,7,60
ORD202252,Voucher,7,100
ORD203984,Credit Card,9,150
ORD230728,Credit_Card,3,200
ORD244570,Credit Card,5,20
ORD243842,Credit Card,3,200
ORD232184,Debit_Card,1,60
ORD233841,Credit Card,5,20
ORD236355,Voucher,2,60
ORD220893,Credit_Card,6,60
ORD243143,Bank_Transfer,10,
ORD244561,Voucher,1,200
ORD235107,Bank_Transfer,7,
ORD208451,Debit_Card,7,40
ORD239480,Voucher,1,200
ORD217497,Bank_Transfer,9,40
ORD204132,Bank_Transfer,6,200
ORD234231,Credit Card,2,
ORD233282,Voucher,3,200
ORD230174,Bank_Transfer,9,40
ORD247751,Bank_Transfer,3,
ORD211466,Debit_Card,8,
ORD221870,Debit_Card,11,60
ORD228490,Debit_Card,2,60
ORD236912,Credit_Card,6,60
ORD233982,Debit_Card,8,100
ORD221513,Bank_Transfer,1,200
ORD202721,Debit_Card,8,40
ORD203987,Credit Card,3,60
ORD212413,Bank_Transfer,4,150
ORD209794,Debit_Card,1,100
ORD245942,Credit_Card,11,100
ORD217123,Bank_Transfer,5,150
ORD223050,Bank_Transfer,11,200
ORD219697,Debit_Card,2,200
ORD231978,Credit_Card,9,
ORD219930,Voucher,3,20
ORD218033,Bank_Transfer,2,60
ORD249842,Voucher,3,40
ORD219656,Debit_Card,6,150
ORD208034,Credit_Card,10,
ORD209897,Credit_Card,3,150
ORD234434,Debit_Card,6,40
ORD204200,Debit_Card,4,200
ORD244110,Debit_Card,8,150
ORD210434,Credit_Card,11,200
ORD247193,Credit Card,5,20
ORD228460,Credit_Card,4,200
ORD203576,Debit_Card,6,20
ORD200740,Voucher,5,150
ORD231682,Credit Card,7,150
ORD237180,Voucher,1,
ORD202009,Credit_Card,5,60
ORD207124,Credit_Card,8,100
ORD222270,Bank_Transfer,2,40
ORD219028,Credit_Card,6,
ORD202434,Bank_Transfer,1,20
ORD219202,Credit_Card,3,150
ORD240208,Debit_Card,9,60
ORD245376,Bank_Transfer,6,150
ORD236047,Debit_Card,2,60
ORD208024,Credit_Card,6,100
ORD217101,Credit_Card,7,100
ORD229967,Debit_Card,4,
ORD240657,Credit Card,6,200
ORD206919,Debit_Card,10,60
ORD247032,Credit_Card,2,20
ORD203930,Bank_Transfer,1,40
ORD238849,Debit_Card,11,
ORD219267,Credit_Card,11,40
ORD201422,Credit_Card,2,
ORD236771,Credit Card,10,60
ORD243172,Voucher,10,100
ORD205949,Credit Card,5,100
ORD228067,Bank_Transfer,10,150
ORD221613,Debit_Card,11,20
ORD224358,Credit_Card,8,100
ORD205730,Credit_Card,2,150
ORD209016,Credit_Card,9,100
ORD231630,Voucher,3,60
ORD240160,Voucher,5,60
ORD234958,Bank_Transfer,5,200
ORD237992,Credit Card,11,20
ORD227115,Bank_Transfer,5,20
ORD229358,Voucher,9,100
ORD239413,Voucher,11,60
ORD206419,Voucher,6,60
ORD206102,Credit Card,10,40
ORD224149,Voucher,1,20
ORD236417,Debit_Card,10,20
ORD237933,Credit Card,9,100
ORD213315,Debit_Card,6,40
ORD237837,Credit Card,1,40
ORD216355,Bank_Transfer,8,40
ORD216079,Credit Card,3,40
ORD241178,Debit_Card,2,40
ORD203344,Credit Card,3,60
ORD235292,Credit Card,10,20
ORD234868,Voucher,3,60
ORD241969,Debit_Card,6,100
ORD230462,Voucher,9,100
ORD200735,Bank_Transfer,2,150
ORD217242,Credit Card,2,20
ORD243068,Credit_Card,9,60
ORD223025,Credit Card,8,
ORD212086,Bank_Transfer,2,200
ORD203943,Bank_Transfer,5,200
ORD226299,Voucher,1,
ORD205265,Bank_Transfer,4,150
ORD225582,Debit_Card,4,200
ORD201839,Credit Card,6,200
ORD204120,Credit_Card,6,20
ORD242717,Voucher,4,200
ORD212103,Debit_Card,1,40
ORD232467,Voucher,1,150
ORD217853,Credit_Card,11,150
ORD209294,Bank_Transfer,2,100
ORD249152,Debit_Card,3,60
ORD205965,Credit_Card,9,60
ORD206339,Credit_Card,7,150
ORD204875,Credit_Card,6,150
ORD212038,Credit_Card,4,150
ORD218608,Credit Card,9,200
ORD224896,Credit_Card,7,
ORD217774,Debit_Card,7,20
ORD240863,Voucher,10,200
ORD217336,Debit_Card,11,60
ORD240383,Bank_Transfer,7,150
ORD218064,Credit Card,9,150
ORD241548,Debit_Card,7,200
ORD241018,Credit Card,7,40
ORD241765,Bank_Transfer,2,60
ORD219974,Credit Card,3,60
ORD224694,Bank_Transfer,6,100
ORD202734,Voucher,11,60
ORD214612,Credit Card,1,200
ORD212100,Credit_Card,3,20
ORD246202,Voucher,6,150
ORD203281,Credit_Card,2,40
ORD204886,Credit Card,6,20
ORD233434,Debit_Card,8,100
ORD205802,Voucher,9,200
ORD231667,Debit_Card,11,20
ORD241252,Credit Card,8,20
ORD200489,Voucher,1,60
ORD213790,Bank_Transfer,9,40
ORD244013,Credit Card,2,20
ORD201879,Bank_Transfer,5,150
ORD227192,Bank_Transfer,4,100
ORD226627,Bank_Transfer,1,
ORD248179,Voucher,2,
ORD244143,Bank_Transfer,10,
ORD224034,Voucher,2,20
ORD243014,Voucher,9,200
ORD243574,Voucher,6,60
ORD227003,Debit_Card,10,60
ORD241327,Credit Card,4,100
ORD219990,Debit_Card,4,100
ORD227496,Bank_Transfer,6,100
ORD249452,Voucher,4,
ORD220596,Debit_Card,2,20
ORD239907,Credit_Card,2,200
ORD229568,Bank_Transfer,2,150
ORD246296,Debit_Card,11,60
ORD226456,Bank_Transfer,7,100
ORD230790,Voucher,7,40
ORD224543,Bank_Transfer,2,150
ORD213802,Credit Card,7,60
ORD231742,Voucher,11,200
ORD215002,Credit_Card,11,150
ORD237589,Voucher,1,60
ORD211978,Bank_Transfer,8,100
ORD218864,Credit_Card,10,20
ORD244061,Debit_Card,4,200
ORD206362,Voucher,6,150
ORD218253,Credit_Card,6,200
ORD217497,Bank_Transfer,6,
ORD219391,Debit_Card,9,100
ORD226912,Debit_Card,11,40
ORD234391,Voucher,10,150
ORD235474,Credit Card,3,200
ORD216276,Bank_Transfer,4,60
ORD221611,Credit Card,9,20
ORD234820,Debit_Card,9,40
ORD243081,Debit_Card,5,60
ORD216089,Bank_Transfer,7,20
ORD202029,Debit_Card,10,60
ORD221056,Credit_Card,2,150
ORD236821,Voucher,7,40
ORD246431,Bank_Transfer,4,60
ORD214733,Credit_Card,1,40
ORD230054,Debit_Card,9,150
ORD236434,Credit_Card,5,60
ORD231772,Debit_Card,11,60
ORD235478,Credit Card,7,60
ORD201702,Debit_Card,5,20
ORD222703,Credit_Card,4,100
ORD222764,Bank_Transfer,3,20
ORD202115,Voucher,2,20
ORD230659,Credit Card,11,150
ORD211410,Debit_Card,10,60
ORD239361,Voucher,1,200
ORD240795,Voucher,6,200
ORD208051,Debit_Card,4,100
